"set.id","set.name","year","set.num.parts","theme.id","theme.name","sub.theme.name","sub.sub.theme.name","inventory.id","inv.num.sets","inv.num.parts","total.parts","part.id","part.name","part.category.id","part.category.name","part.is.spare","color.id","color.name","color.hex","color.is.trans","text.color.hex","gender","num.parts"
"5962-1","The Tinderbox",2005,84,319,"Belville","Fairy-Tale",NA,10471,NA,1,1,"3626b","Minifig Head Plain [Blocked Open Stud]",59,"Minifig Heads",FALSE,47,"Trans-Clear","#FCFCFC",TRUE,"#000000","Unknown",1
"5962-1","The Tinderbox",2005,84,319,"Belville","Fairy-Tale",NA,10471,NA,1,1,"3626bpb0225","Minifig Head with Round Black on White Skull Print (Witch's Bottle) [Blocked Open Stud]",59,"Minifig Heads",FALSE,34,"Trans-Green","#84B68D",TRUE,"#FFFFFF","Unknown",1
"5964-1","Thumbelina",2005,51,319,"Belville","Fairy-Tale",NA,8107,NA,1,1,"3626bpx85","Minifig Head with Red Strawberries with Green Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,47,"Trans-Clear","#FCFCFC",TRUE,"#000000","Unknown",1
"5965-1","Exo-Suit Robot",2006,24,389,"Exo-Force",NA,NA,16420,NA,1,1,"3626b","Minifig Head Plain [Blocked Open Stud]",59,"Minifig Heads",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF","Unknown",1
"5966-1","Glider",2006,22,389,"Exo-Force",NA,NA,16148,NA,1,1,"3626bpr0445","Minifig Head Dual Sided Exo-Force Brown Eyes with Orange Mask, Mouth Closed / Bared Teeth Print [Hikaru] [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"5967-1","Takeshi Walker 2",2006,22,389,"Exo-Force",NA,NA,442,NA,1,1,"3626b","Minifig Head Plain [Blocked Open Stud]",59,"Minifig Heads",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF","Unknown",1
"5967-1","Takeshi Walker 2",2006,22,389,"Exo-Force",NA,NA,442,NA,1,1,"3626bpr0446","Minifig Head Dual Sided - Green Eyes with Frown and Scar / Open Mouth Print [Takeshi] [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"5975-1","T-Rex Transport",2000,330,298,"Adventurers","Dino Island",NA,7854,NA,1,1,"3626bpa1","Minifig Head Glasses with Round Glasses, Gray Lines Beard and Moustache Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5975-1","T-Rex Transport",2000,330,298,"Adventurers","Dino Island",NA,7854,NA,1,1,"3626bpa3","Minifig Head Moustache Black Bangs, Striped Sideburns Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5975-1","T-Rex Transport",2000,330,298,"Adventurers","Dino Island",NA,7854,NA,1,1,"3626bpa7","Minifig Head Glasses with Monocle, Scar, and Moustache Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5975-1","T-Rex Transport",2000,330,298,"Adventurers","Dino Island",NA,7854,NA,1,1,"3626bpb0109","Minifig Head Female with Red Lips Large, Green Eyebrows, and Long Hair Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Female",1
"5975-1","T-Rex Transport",2000,330,298,"Adventurers","Dino Island",NA,7854,NA,1,1,"3626bpx134","Minifig Head Male Spiky Black Hair, Nose Freckles and Smirk Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5976-1","River Expedition",1999,318,299,"Adventurers","Jungle",NA,14634,NA,1,1,"3626bpa3","Minifig Head Moustache Black Bangs, Striped Sideburns Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5976-1","River Expedition",1999,318,299,"Adventurers","Jungle",NA,14634,NA,1,1,"3626bpa4","Minifig Head Moustache Curly Thin, Goatee, Furrowed Brow Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5976-1","River Expedition",1999,318,299,"Adventurers","Jungle",NA,14634,NA,1,1,"3626bpab","Minifig Head Moustache Brown Bushy, Stubble, Under-Eyes Wrinkles, Stripe Sideburns Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5976-1","River Expedition",1999,318,299,"Adventurers","Jungle",NA,14634,NA,1,1,"3626bpac","Minifig Head Face Paint with Gray Stripes across Face Print (Achu) [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"5976-1","River Expedition",1999,318,299,"Adventurers","Jungle",NA,14634,NA,2,2,"3626bpr0895","Minifig Head Standard Skull Print  [Blocked Open Stud]",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",2
"5976-1","River Expedition",1999,318,299,"Adventurers","Jungle",NA,14634,NA,1,1,"3626bpx93","Minifig Head Male Snarl, Stubble, and Scar Right Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5978-1","Sphinx Secret Surprise",1998,353,297,"Adventurers","Desert",NA,2129,NA,1,1,"3626bpa1","Minifig Head Glasses with Round Glasses, Gray Lines Beard and Moustache Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5978-1","Sphinx Secret Surprise",1998,353,297,"Adventurers","Desert",NA,2129,NA,1,1,"3626bpa2","Minifig Head Mummy, Eyebrows, Red around Eyes, Pupils Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,7,"Light Gray","#9BA19D",FALSE,"#FFFFFF","Unknown",1
"5978-1","Sphinx Secret Surprise",1998,353,297,"Adventurers","Desert",NA,2129,NA,1,1,"3626bpa3","Minifig Head Moustache Black Bangs, Striped Sideburns Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5978-1","Sphinx Secret Surprise",1998,353,297,"Adventurers","Desert",NA,2129,NA,1,1,"3626bpa7","Minifig Head Glasses with Monocle, Scar, and Moustache Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5978-1","Sphinx Secret Surprise",1998,353,297,"Adventurers","Desert",NA,2129,NA,1,1,"3626bpa9","Minifig Head with Villainous Glasses & Black Facial Hair Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"5978-1","Sphinx Secret Surprise",1998,353,297,"Adventurers","Desert",NA,2129,NA,1,1,"3626bpr0098","Minifig Head Female with Brown Hair, Eyelashes, and Lips Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Female",1
"5978-1","Sphinx Secret Surprise",1998,353,297,"Adventurers","Desert",NA,2129,NA,1,1,"3626bpr0895","Minifig Head Standard Skull Print  [Blocked Open Stud]",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"5980-1","Squidman's Pitstop - Limited Edition",2009,387,141,"Space","Space Police III",NA,2118,NA,1,1,"3626bpr0596","Minifig Head - Single Eye, Spots, and Jagged Teeth Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"5980-1","Squidman's Pitstop - Limited Edition",2009,387,141,"Space","Space Police III",NA,2118,NA,1,1,"3626bpr0601","Minifig Head Dual Sided Alien with Black Eyebrows, Open Mouth and Two Red Eyes / Three Red Eyes Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"5980-1","Squidman's Pitstop - Limited Edition",2009,387,141,"Space","Space Police III",NA,2118,NA,1,1,"3626cpr0500","Minifig Head Dual Sided Black Eyebrows, Crows Feet, Open Mouth Scared, Mischievous",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"5980-1","Squidman's Pitstop - Limited Edition",2009,387,141,"Space","Space Police III",NA,2118,NA,1,1,"85947pr0001","Minifig Head Modified Alien with Tongue and Red Eyes, Dark Green Scales Print (Squidman)",59,"Minifig Heads",FALSE,71,"Light Bluish Gray","#A0A5A9",FALSE,"#FFFFFF","Unknown",1
"5981-1","Raid VPR",2010,68,141,"Space","Space Police III",NA,15687,NA,1,1,"3626bpr0563","Minifig Head Dual Sided Power Miner Thin Eyebrows, Determined / Open Mouth Grin with Teeth Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"5981-1","Raid VPR",2010,68,141,"Space","Space Police III",NA,15687,NA,1,1,"85948pr0001","Minifig Head Modified Kranxx with Black Eyes and Open Mouth",59,"Minifig Heads",FALSE,27,"Lime","#BBE90B",FALSE,"#000000","Unknown",1
"5982-1","Smash 'n' Grab",2010,187,141,"Space","Space Police III",NA,16196,NA,1,1,"3626bpr0563","Minifig Head Dual Sided Power Miner Thin Eyebrows, Determined / Open Mouth Grin with Teeth Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"5982-1","Smash 'n' Grab",2010,187,141,"Space","Space Police III",NA,16196,NA,1,1,"85947pr0002","Minifig Head Modified Alien with Tongue and Yellow Eyes, Dark Purple Scales Print (Squidtron)",59,"Minifig Heads",FALSE,71,"Light Bluish Gray","#A0A5A9",FALSE,"#FFFFFF","Unknown",1
"5983-1","SP Undercover Cruiser",2010,317,141,"Space","Space Police III",NA,3686,NA,1,1,"3626bpr0411","Minifig Head - Eyebrows and Scowl, White Pupils Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"5983-1","SP Undercover Cruiser",2010,317,141,"Space","Space Police III",NA,3686,NA,1,1,"92555pr0001","Minifig Head for Henchman Creature with Fins - Jawson",59,"Minifig Heads",FALSE,379,"Sand Blue","#6074A1",FALSE,"#FFFFFF","Unknown",1
"5984-1","Lunar Limo",2010,390,141,"Space","Space Police III",NA,12076,NA,1,1,"3626cpr0500","Minifig Head Dual Sided Black Eyebrows, Crows Feet, Open Mouth Scared, Mischievous",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"5984-1","Lunar Limo",2010,390,141,"Space","Space Police III",NA,12076,NA,1,1,"90322","Minifig Head Modified Jagged Bottom Edge",59,"Minifig Heads",FALSE,297,"Pearl Gold","#AA7F2E",FALSE,"#FFFFFF","Unknown",1
"5984-1","Lunar Limo",2010,390,141,"Space","Space Police III",NA,12076,NA,1,1,"90322pr0001","Minifig Head Modified Jagged Bottom Edge with Eyes Print (Brick Daddy)",59,"Minifig Heads",FALSE,294,"Glow In Dark Trans","#BDC6AD",TRUE,"#FFFFFF","Unknown",1
"5984-1","Lunar Limo",2010,390,141,"Space","Space Police III",NA,12076,NA,1,1,"92555pr0001","Minifig Head for Henchman Creature with Fins - Jawson",59,"Minifig Heads",FALSE,379,"Sand Blue","#6074A1",FALSE,"#FFFFFF","Unknown",1
"5985-1","Space Police Central",2010,631,141,"Space","Space Police III",NA,5444,NA,1,1,"3626bpr0567","Minifig Head Moustache Handlebar and Sideburns Dark Bluish Gray, White Pupils, Teeth Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5985-1","Space Police Central",2010,631,141,"Space","Space Police III",NA,5444,NA,1,1,"3626bpr0600","Minifig Head Dual Sided Bushy Eyebrows and Goatee / Worried Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5985-1","Space Police Central",2010,631,141,"Space","Space Police III",NA,5444,NA,1,1,"3626bpr0682","Minifig Head Alien with Red Eyes and White Fangs Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF","Unknown",1
"5985-1","Space Police Central",2010,631,141,"Space","Space Police III",NA,5444,NA,1,1,"92555pr0001","Minifig Head for Henchman Creature with Fins - Jawson",59,"Minifig Heads",FALSE,379,"Sand Blue","#6074A1",FALSE,"#FFFFFF","Unknown",1
"5986-1","Amazon Ancient Ruins",1999,463,299,"Adventurers","Jungle",NA,4663,NA,1,1,"3626bpa1","Minifig Head Glasses with Round Glasses, Gray Lines Beard and Moustache Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5986-1","Amazon Ancient Ruins",1999,463,299,"Adventurers","Jungle",NA,4663,NA,1,1,"3626bpa3","Minifig Head Moustache Black Bangs, Striped Sideburns Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5986-1","Amazon Ancient Ruins",1999,463,299,"Adventurers","Jungle",NA,4663,NA,1,1,"3626bpa4","Minifig Head Moustache Curly Thin, Goatee, Furrowed Brow Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5986-1","Amazon Ancient Ruins",1999,463,299,"Adventurers","Jungle",NA,4663,NA,1,1,"3626bpab","Minifig Head Moustache Brown Bushy, Stubble, Under-Eyes Wrinkles, Stripe Sideburns Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5986-1","Amazon Ancient Ruins",1999,463,299,"Adventurers","Jungle",NA,4663,NA,1,1,"3626bpac","Minifig Head Face Paint with Gray Stripes across Face Print (Achu) [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"5986-1","Amazon Ancient Ruins",1999,463,299,"Adventurers","Jungle",NA,4663,NA,1,1,"3626bpr0098","Minifig Head Female with Brown Hair, Eyelashes, and Lips Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Female",1
"5986-1","Amazon Ancient Ruins",1999,463,299,"Adventurers","Jungle",NA,4663,NA,6,6,"3626bpr0895","Minifig Head Standard Skull Print  [Blocked Open Stud]",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",6
"5987-1","Dino Research Compound",2000,624,298,"Adventurers","Dino Island",NA,14650,NA,1,1,"3626bpa1","Minifig Head Glasses with Round Glasses, Gray Lines Beard and Moustache Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5987-1","Dino Research Compound",2000,624,298,"Adventurers","Dino Island",NA,14650,NA,1,1,"3626bpa3","Minifig Head Moustache Black Bangs, Striped Sideburns Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5987-1","Dino Research Compound",2000,624,298,"Adventurers","Dino Island",NA,14650,NA,1,1,"3626bpa7","Minifig Head Glasses with Monocle, Scar, and Moustache Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5987-1","Dino Research Compound",2000,624,298,"Adventurers","Dino Island",NA,14650,NA,1,1,"3626bpb0019","Minifig Head Moustache Brown Bushy, Stubble, and Brown Sideburns Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"5987-1","Dino Research Compound",2000,624,298,"Adventurers","Dino Island",NA,14650,NA,1,1,"3626bpr0098","Minifig Head Female with Brown Hair, Eyelashes, and Lips Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Female",1
"5987-1","Dino Research Compound",2000,624,298,"Adventurers","Dino Island",NA,14650,NA,1,1,"3626bpx134","Minifig Head Male Spiky Black Hair, Nose Freckles and Smirk Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"599-1","Super Basic Set",1982,744,469,"Universal Building Set","Basic Set",NA,3082,NA,3,3,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",3
"5998-1","Vladek",2005,6,198,"Castle","Knights Kingdom II",NA,15334,NA,1,1,"3626bpa3","Minifig Head Moustache Black Bangs, Striped Sideburns Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60005-1","Fire Boat",2013,222,58,"Town","City","Fire",12592,NA,1,1,"3626bpr0914","Minifig Head Orange Sunglasses with Nose Piece, Smile and Chin Dimple Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"60005-1","Fire Boat",2013,222,58,"Town","City","Fire",12592,NA,1,1,"3626bpr0920","Minifig Head Male Stern Black Eyebrows, White Pupils, Frown, Sweat Drops Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60005-1","Fire Boat",2013,222,58,"Town","City","Fire",12592,NA,1,1,"3626cpr0282","Minifig Head Glasses with Silver Sunglasses, Eyebrows and Thin Grin Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"60005-1","Fire Boat",2013,222,58,"Town","City","Fire",12592,NA,1,1,"3626cpr0389","Minifig Head Male - Smirk, Stubble Beard and Moustache and Sideburns Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60006-1","Police ATV",2013,51,61,"Town","City","Police",2471,NA,1,1,"3626cpr1086","Minifig Head Brown Angular Beard, Pupils and Teeth Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60006-1","Police ATV",2013,51,61,"Town","City","Police",2471,NA,1,1,"3626cpr1091","Minifig Head Stubble, Black Eyebrows and Scowl Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60008-1","Museum Break-in",2013,562,61,"Town","City","Police",16360,NA,1,1,"3626cpr0411","Minifig Head Eyebrows and Scowl, White Pupils Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"60008-1","Museum Break-in",2013,562,61,"Town","City","Police",16360,NA,1,1,"3626cpr0499","Minifig Head Male Brown Eyebrows, Black Eyes with White Pupils, Crooked Smile with Black Dimple Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60008-1","Museum Break-in",2013,562,61,"Town","City","Police",16360,NA,1,1,"3626cpr1086","Minifig Head Brown Angular Beard, Pupils and Teeth Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60008-1","Museum Break-in",2013,562,61,"Town","City","Police",16360,NA,1,1,"3626cpr1091","Minifig Head Stubble, Black Eyebrows and Scowl Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60008-1","Museum Break-in",2013,562,61,"Town","City","Police",16360,NA,1,1,"3626cpr1145","Minifig Head Black Mask and Thin Moustache Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60008-1","Museum Break-in",2013,562,61,"Town","City","Police",16360,NA,1,1,"3626cpr1147","Minifig Head Male - Black Eyebrows and Lopsided Grin Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60009-1","Helicopter Arrest",2013,349,61,"Town","City","Police",11905,NA,1,1,"3626cpr0411","Minifig Head Eyebrows and Scowl, White Pupils Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"60009-1","Helicopter Arrest",2013,349,61,"Town","City","Police",11905,NA,1,1,"3626cpr0499","Minifig Head Male Brown Eyebrows, Black Eyes with White Pupils, Crooked Smile with Black Dimple Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60009-1","Helicopter Arrest",2013,349,61,"Town","City","Police",11905,NA,1,1,"3626cpr1091","Minifig Head Stubble, Black Eyebrows and Scowl Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60009-1","Helicopter Arrest",2013,349,61,"Town","City","Police",11905,NA,1,1,"3626cpr1145","Minifig Head Black Mask and Thin Moustache Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60009-1","Helicopter Arrest",2013,349,61,"Town","City","Police",11905,NA,1,1,"3626cpr1147","Minifig Head Male - Black Eyebrows and Lopsided Grin Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"6001095-1","Hulk",2012,4,487,"Super Heroes","Avengers",NA,12711,NA,1,1,"3626bpb0723","Minifig Head Dual Sided Alien with Raging / Scowl Print (Hulk) [Blocked Open Stud]",59,"Minifig Heads",FALSE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF","Unknown",1
"60012-1","Coast Guard 4 x 4",2013,127,55,"Town","City","Coast Guard",14207,NA,1,1,"3626c","Minifig Head Plain [Hollow Stud]",59,"Minifig Heads",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF","Unknown",1
"60012-1","Coast Guard 4 x 4",2013,127,55,"Town","City","Coast Guard",14207,NA,1,1,"3626cpr0389","Minifig Head Male - Smirk, Stubble Beard and Moustache and Sideburns Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60012-1","Coast Guard 4 x 4",2013,127,55,"Town","City","Coast Guard",14207,NA,1,1,"3626cpr0891","Minifig Head Black Eyebrows, Thin Grin, Black Eyes with White Pupils Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"60014-1","Coast Guard Patrol",2013,448,55,"Town","City","Coast Guard",832,NA,1,1,"3626cpr0386","Minifig Head Neat Brown Beard with White Pupils and Glasses Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60014-1","Coast Guard Patrol",2013,448,55,"Town","City","Coast Guard",832,NA,1,1,"3626cpr0389","Minifig Head Male - Smirk, Stubble Beard and Moustache and Sideburns Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60014-1","Coast Guard Patrol",2013,448,55,"Town","City","Coast Guard",832,NA,1,1,"3626cpr0646","Minifig Head Glasses with Gray Frame Sides, Brown Eyebrows and Open Smile Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"60014-1","Coast Guard Patrol",2013,448,55,"Town","City","Coast Guard",832,NA,1,1,"3626cpr0889","Minifig Head Glasses with Black and Silver Sunglasses, Chin Dimple, Grim Mouth Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"60014-1","Coast Guard Patrol",2013,448,55,"Town","City","Coast Guard",832,NA,1,1,"3626cpr0891","Minifig Head Black Eyebrows, Thin Grin, Black Eyes with White Pupils Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"60014-1","Coast Guard Patrol",2013,448,55,"Town","City","Coast Guard",832,NA,1,1,"3626cpr0893","Minifig Head Female with Peach Lips, Open Mouth Smile, Black Eyebrows Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Female",1
"60015-1","Coast Guard Plane",2013,280,55,"Town","City","Coast Guard",13266,NA,1,1,"3626cpr0388","Minifig Head with Thick Gray Eyebrows, Angular Beard, Open White Mouth, White Pupils Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60015-1","Coast Guard Plane",2013,280,55,"Town","City","Coast Guard",13266,NA,1,1,"3626cpr0499","Minifig Head Male Brown Eyebrows, Black Eyes with White Pupils, Crooked Smile with Black Dimple Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60015-1","Coast Guard Plane",2013,280,55,"Town","City","Coast Guard",13266,NA,1,1,"3626cpr1664","Minifig Head Glasses with Silver Sunglasses, Eyebrows and Thin Grin Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"60016-1","Tanker Truck",2013,190,63,"Town","City","Traffic",13709,NA,1,1,"3626bpr0891","Minifig Head - Black Eyebrows, Thin Grin, Black Eyes with White Pupils Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"60017-1","Flatbed Truck",2013,212,63,"Town","City","Traffic",734,NA,1,1,"3626bpr0388","Minifig Head with Thick Gray Eyebrows, Angular Beard, Open White Mouth, White Pupils Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60017-1","Flatbed Truck",2013,212,63,"Town","City","Traffic",734,NA,1,1,"3626bpr0893","Minifig Head Female with Peach Lips, Open Mouth Smile, Black Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Female",1
"60018-1","Cement Mixer",2013,220,56,"Town","City","Construction",153,NA,1,1,"3626cpr0498","Minifig Head Brown Eyebrows, Thin Grin with Teeth, Black Eyes with White Pupils Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"60018-1","Cement Mixer",2013,220,56,"Town","City","Construction",153,NA,1,1,"3626cpr0955","Minifig Head Glasses with Safety Goggles, Brown Eyebrows and Goatee Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60019-1","Stunt Plane",2013,140,53,"Town","City","Airport",10428,NA,1,1,"3626cpr0389","Minifig Head Male - Smirk, Stubble Beard and Moustache and Sideburns Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"60019-1","Stunt Plane",2013,140,53,"Town","City","Airport",10428,NA,1,1,"3626cpr1664","Minifig Head Glasses with Silver Sunglasses, Eyebrows and Thin Grin Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"600-2","Police Patrol",1978,23,80,"Town","Classic Town","Police",15099,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
