"set.id","set.name","year","set.num.parts","theme.id","theme.name","sub.theme.name","sub.sub.theme.name","inventory.id","inv.num.sets","inv.num.parts","total.parts","part.id","part.name","part.category.id","part.category.name","part.is.spare","color.id","color.name","color.hex","color.is.trans","text.color.hex"
"6092-2","LEGO Special Edition Creative Building Tub",2006,706,37,"Creator","Basic Set",NA,1505,NA,1,1,"3742","Plant, Flower - Small",28,"Plants and Animals",TRUE,15,"White","#FFFFFF",FALSE,"#000000"
"6092-2","LEGO Special Edition Creative Building Tub",2006,706,37,"Creator","Basic Set",NA,1505,NA,2,2,"3742","Plant, Flower - Small",28,"Plants and Animals",TRUE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6092-2","LEGO Special Edition Creative Building Tub",2006,706,37,"Creator","Basic Set",NA,1505,NA,6,6,"3742","Plant, Flower - Small",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6093-1","Flying Ninja Fortress",1998,698,434,"Ninja",NA,NA,5630,NA,8,8,"30176","Plant, Round 1 x 1 - 3 Bamboo Leaves",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6093-1","Flying Ninja Fortress",1998,698,434,"Ninja",NA,NA,5630,NA,6,6,"30224","Fish Ornamental",28,"Plants and Animals",FALSE,7,"Light Gray","#9BA19D",FALSE,"#FFFFFF"
"6093-1","Flying Ninja Fortress",1998,698,434,"Ninja",NA,NA,5630,NA,1,1,"4491b","Saddle [Two Clips]",28,"Plants and Animals",FALSE,1,"Blue","#0055BF",FALSE,"#FFFFFF"
"6093-1","Flying Ninja Fortress",1998,698,434,"Ninja",NA,NA,5630,NA,1,1,"4493c01pb02","Horse with Black Eyes Circled with White, Brown Bridle Print",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6095-1","Royal Joust",2000,103,197,"Castle","Knights Kingdom I",NA,6689,NA,1,1,"2490px4","Horse Barding with Lion Heads and Blue and Yellow Print",28,"Plants and Animals",FALSE,7,"Light Gray","#9BA19D",FALSE,"#FFFFFF"
"6095-1","Royal Joust",2000,103,197,"Castle","Knights Kingdom I",NA,6689,NA,1,1,"4491b","Saddle [Two Clips]",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6095-1","Royal Joust",2000,103,197,"Castle","Knights Kingdom I",NA,6689,NA,1,1,"4493c01pb02","Horse with Black Eyes Circled with White, Brown Bridle Print",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6095-1","Royal Joust",2000,103,197,"Castle","Knights Kingdom I",NA,6689,NA,1,1,"6125","Horse Battle Helmet [Winged, One Clip]",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6095-1","Royal Joust",2000,103,197,"Castle","Knights Kingdom I",NA,6689,NA,1,1,"75998pr0007","Horse with Black Eyes, White Pupils, Brown Bridle Print",28,"Plants and Animals",FALSE,15,"White","#FFFFFF",FALSE,"#000000"
"6095-1","Royal Joust",2000,103,197,"Castle","Knights Kingdom I",NA,6689,NA,1,1,"87695","Cattle Horns",28,"Plants and Animals",TRUE,15,"White","#FFFFFF",FALSE,"#000000"
"6095-1","Royal Joust",2000,103,197,"Castle","Knights Kingdom I",NA,6689,NA,2,2,"87695","Cattle Horns",28,"Plants and Animals",FALSE,15,"White","#FFFFFF",FALSE,"#000000"
"6096-1","Bull's Attack",2000,315,197,"Castle","Knights Kingdom I",NA,12554,NA,1,1,"4491b","Saddle [Two Clips]",28,"Plants and Animals",FALSE,6,"Brown","#583927",FALSE,"#FFFFFF"
"6096-1","Bull's Attack",2000,315,197,"Castle","Knights Kingdom I",NA,12554,NA,1,1,"4493c01pb02","Horse with Black Eyes Circled with White, Brown Bridle Print",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6096-1","Bull's Attack",2000,315,197,"Castle","Knights Kingdom I",NA,12554,NA,3,3,"6125","Horse Battle Helmet [Winged, One Clip]",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6096-1","Bull's Attack",2000,315,197,"Castle","Knights Kingdom I",NA,12554,NA,2,2,"87695","Cattle Horns",28,"Plants and Animals",TRUE,15,"White","#FFFFFF",FALSE,"#000000"
"6096-1","Bull's Attack",2000,315,197,"Castle","Knights Kingdom I",NA,12554,NA,6,6,"87695","Cattle Horns",28,"Plants and Animals",FALSE,15,"White","#FFFFFF",FALSE,"#000000"
"6097-1","Night Lord's Castle",1997,607,195,"Castle","Fright Knights",NA,8219,NA,1,1,"2490pb01","Horse Barding with Fright Knights Print",28,"Plants and Animals",FALSE,7,"Light Gray","#9BA19D",FALSE,"#FFFFFF"
"6097-1","Night Lord's Castle",1997,607,195,"Castle","Fright Knights",NA,8219,NA,5,5,"30103","Bat",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6097-1","Night Lord's Castle",1997,607,195,"Castle","Fright Knights",NA,8219,NA,1,1,"4491b","Saddle [Two Clips]",28,"Plants and Animals",FALSE,1,"Blue","#0055BF",FALSE,"#FFFFFF"
"6097-1","Night Lord's Castle",1997,607,195,"Castle","Fright Knights",NA,8219,NA,1,1,"4493c01pb01","Horse with Black Eyes, Red Bridle, Black Mane Print",28,"Plants and Animals",FALSE,6,"Brown","#583927",FALSE,"#FFFFFF"
"6097-1","Night Lord's Castle",1997,607,195,"Castle","Fright Knights",NA,8219,NA,1,1,"4493c01pb02","Horse with Black Eyes Circled with White, Brown Bridle Print",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6097-1","Night Lord's Castle",1997,607,195,"Castle","Fright Knights",NA,8219,NA,1,1,"6027","Alligator / Crocodile / Dragon Upper Jaw; Dinosaur Tongue",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6097-1","Night Lord's Castle",1997,607,195,"Castle","Fright Knights",NA,8219,NA,1,1,"6028","Alligator / Crocodile / Dragon / Dinosaur Tail",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6097-1","Night Lord's Castle",1997,607,195,"Castle","Fright Knights",NA,8219,NA,1,1,"6125","Horse Battle Helmet [Winged, One Clip]",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6097-1","Night Lord's Castle",1997,607,195,"Castle","Fright Knights",NA,8219,NA,1,1,"6127","Dragon / Dinosaur Arm Right",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6097-1","Night Lord's Castle",1997,607,195,"Castle","Fright Knights",NA,8219,NA,1,1,"6128","Dragon / Dinosaur Arm Left",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6097-1","Night Lord's Castle",1997,607,195,"Castle","Fright Knights",NA,8219,NA,2,2,"6133","Dragon Wing",28,"Plants and Animals",FALSE,57,"Trans-Neon Orange","#FF800D",TRUE,"#FFFFFF"
"6097-1","Night Lord's Castle",1997,607,195,"Castle","Fright Knights",NA,8219,NA,1,1,"75174","Dragon - Body",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6098-1","King Leo's Castle",2000,538,197,"Castle","Knights Kingdom I",NA,14729,NA,1,1,"2490px4","Horse Barding with Lion Heads and Blue and Yellow Print",28,"Plants and Animals",FALSE,7,"Light Gray","#9BA19D",FALSE,"#FFFFFF"
"6098-1","King Leo's Castle",2000,538,197,"Castle","Knights Kingdom I",NA,14729,NA,1,1,"2546","Bird",28,"Plants and Animals",FALSE,6,"Brown","#583927",FALSE,"#FFFFFF"
"6098-1","King Leo's Castle",2000,538,197,"Castle","Knights Kingdom I",NA,14729,NA,1,1,"6125","Horse Battle Helmet [Winged, One Clip]",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6098-1","King Leo's Castle",2000,538,197,"Castle","Knights Kingdom I",NA,14729,NA,1,1,"75998pr0007","Horse with Black Eyes, White Pupils, Brown Bridle Print",28,"Plants and Animals",FALSE,15,"White","#FFFFFF",FALSE,"#000000"
"6098-1","King Leo's Castle",2000,538,197,"Castle","Knights Kingdom I",NA,14729,NA,1,1,"87695","Cattle Horns",28,"Plants and Animals",TRUE,15,"White","#FFFFFF",FALSE,"#000000"
"6098-1","King Leo's Castle",2000,538,197,"Castle","Knights Kingdom I",NA,14729,NA,2,2,"87695","Cattle Horns",28,"Plants and Animals",FALSE,15,"White","#FFFFFF",FALSE,"#000000"
"6099-1","Traitor Transport (with Cave)",1997,145,195,"Castle","Fright Knights",NA,4819,NA,1,1,"2490pb01","Horse Barding with Fright Knights Print",28,"Plants and Animals",FALSE,7,"Light Gray","#9BA19D",FALSE,"#FFFFFF"
"6099-1","Traitor Transport (with Cave)",1997,145,195,"Castle","Fright Knights",NA,4819,NA,2,2,"30103","Bat",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6099-1","Traitor Transport (with Cave)",1997,145,195,"Castle","Fright Knights",NA,4819,NA,1,1,"4493c01pb02","Horse with Black Eyes Circled with White, Brown Bridle Print",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6099-1","Traitor Transport (with Cave)",1997,145,195,"Castle","Fright Knights",NA,4819,NA,1,1,"6027","Alligator / Crocodile / Dragon Upper Jaw; Dinosaur Tongue",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6099-1","Traitor Transport (with Cave)",1997,145,195,"Castle","Fright Knights",NA,4819,NA,1,1,"6028","Alligator / Crocodile / Dragon / Dinosaur Tail",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6099-1","Traitor Transport (with Cave)",1997,145,195,"Castle","Fright Knights",NA,4819,NA,1,1,"6125","Horse Battle Helmet [Winged, One Clip]",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6099-1","Traitor Transport (with Cave)",1997,145,195,"Castle","Fright Knights",NA,4819,NA,1,1,"6127","Dragon / Dinosaur Arm Right",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6099-1","Traitor Transport (with Cave)",1997,145,195,"Castle","Fright Knights",NA,4819,NA,1,1,"6128","Dragon / Dinosaur Arm Left",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6099-1","Traitor Transport (with Cave)",1997,145,195,"Castle","Fright Knights",NA,4819,NA,2,2,"6133","Dragon Wing",28,"Plants and Animals",FALSE,57,"Trans-Neon Orange","#FF800D",TRUE,"#FFFFFF"
"6099-1","Traitor Transport (with Cave)",1997,145,195,"Castle","Fright Knights",NA,4819,NA,4,4,"6133","Dragon Wing",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6099-1","Traitor Transport (with Cave)",1997,145,195,"Castle","Fright Knights",NA,4819,NA,1,1,"75174","Dragon - Body",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6104-1","Aquacessories",1996,26,314,"Aquazone","Supplemental",NA,6911,NA,1,1,"2547","Shark Body",28,"Plants and Animals",FALSE,8,"Dark Gray","#6D6E5C",FALSE,"#FFFFFF"
"6104-1","Aquacessories",1996,26,314,"Aquazone","Supplemental",NA,6911,NA,1,1,"2548","Shark Head",28,"Plants and Animals",FALSE,8,"Dark Gray","#6D6E5C",FALSE,"#FFFFFF"
"6104-1","Aquacessories",1996,26,314,"Aquazone","Supplemental",NA,6911,NA,1,1,"6064","Plant, Bush 2 x 2 x 4",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6104-1","Aquacessories",1996,26,314,"Aquazone","Supplemental",NA,6911,NA,1,1,"6065","Plant, Prickly Bush 2 x 2 x 3 Extension with 2 x 2 center",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6104-1","Aquacessories",1996,26,314,"Aquazone","Supplemental",NA,6911,NA,1,1,"6065","Plant, Prickly Bush 2 x 2 x 3 Extension with 2 x 2 center",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6104-1","Aquacessories",1996,26,314,"Aquazone","Supplemental",NA,6911,NA,1,1,"6086","Octopus",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6105-1","Medieval Knights",1993,37,202,"Castle","Supplemental",NA,2846,NA,1,1,"4491b","Saddle [Two Clips]",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6105-1","Medieval Knights",1993,37,202,"Castle","Supplemental",NA,2846,NA,1,1,"4493c01pb02","Horse with Black Eyes Circled with White, Brown Bridle Print",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6109-1","Sea Creeper (with Stingray Baseplate, Raised)",1998,79,313,"Aquazone","Stingrays",NA,11057,NA,1,1,"6064","Plant, Bush 2 x 2 x 4",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6114-1","200 + 40 Special Elements",2007,242,48,"Creator","Supplemental",NA,5892,NA,1,1,"82248","Elephant Head 6 x 7 x 4 with Eyes Print",28,"Plants and Animals",FALSE,1,"Blue","#0055BF",FALSE,"#FFFFFF"
"6114-1","200 + 40 Special Elements",2007,242,48,"Creator","Supplemental",NA,5892,NA,1,1,"82249pr0001","Dog Head 2 x 4 x 2 1/3 with Dog Head Print",28,"Plants and Animals",FALSE,15,"White","#FFFFFF",FALSE,"#000000"
"6135-1","Spy Shark",1996,60,311,"Aquazone","Aquasharks",NA,8094,NA,1,1,"6064","Plant, Bush 2 x 2 x 4",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6140-1","Crab",1998,78,313,"Aquazone","Stingrays",NA,9410,NA,1,1,"6064","Plant, Bush 2 x 2 x 4",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6145-1","Crystal Crawler",1996,96,308,"Aquazone","Aquanauts",NA,13280,NA,1,1,"6064","Plant, Bush 2 x 2 x 4",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6155-1","Deep Sea Predator",1995,104,311,"Aquazone","Aquasharks",NA,8310,NA,1,1,"2547","Shark Body",28,"Plants and Animals",FALSE,8,"Dark Gray","#6D6E5C",FALSE,"#FFFFFF"
"6155-1","Deep Sea Predator",1995,104,311,"Aquazone","Aquasharks",NA,8310,NA,1,1,"2548","Shark Head",28,"Plants and Animals",FALSE,8,"Dark Gray","#6D6E5C",FALSE,"#FFFFFF"
"6155-1","Deep Sea Predator",1995,104,311,"Aquazone","Aquasharks",NA,8310,NA,1,1,"6064","Plant, Bush 2 x 2 x 4",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6155-1","Deep Sea Predator",1995,104,311,"Aquazone","Aquasharks",NA,8310,NA,1,1,"6065","Plant, Prickly Bush 2 x 2 x 3 Extension with 2 x 2 center",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6161-1","Brick Box",2007,221,37,"Creator","Basic Set",NA,4763,NA,1,1,"4727","Plant, Flower 2 x 2 Leaves - Angular",28,"Plants and Animals",FALSE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"6161-1","Brick Box",2007,221,37,"Creator","Basic Set",NA,4763,NA,1,1,"4728","Plant, Flower 2 x 2 - Round [Open Stud]",28,"Plants and Animals",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000"
"6161-1","Brick Box",2007,221,37,"Creator","Basic Set",NA,4763,NA,1,1,"4728","Plant, Flower 2 x 2 - Round [Open Stud]",28,"Plants and Animals",FALSE,1,"Blue","#0055BF",FALSE,"#FFFFFF"
"6161-1","Brick Box",2007,221,37,"Creator","Basic Set",NA,4763,NA,1,1,"4728","Plant, Flower 2 x 2 - Round [Open Stud]",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6164-1","LEGO Rescue Building Set",2007,518,37,"Creator","Basic Set",NA,14576,NA,2,2,"3741","Plant, Flower Stem",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6164-1","LEGO Rescue Building Set",2007,518,37,"Creator","Basic Set",NA,14576,NA,1,1,"3741","Plant, Flower Stem",28,"Plants and Animals",TRUE,2,"Green","#237841",FALSE,"#FFFFFF"
"6164-1","LEGO Rescue Building Set",2007,518,37,"Creator","Basic Set",NA,14576,NA,6,6,"3742","Plant, Flower - Small",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6164-1","LEGO Rescue Building Set",2007,518,37,"Creator","Basic Set",NA,14576,NA,2,2,"3742","Plant, Flower - Small",28,"Plants and Animals",TRUE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6167-1","Deluxe Brick Box",2006,693,37,"Creator","Basic Set",NA,115,NA,1,1,"2435","Plant, Pine Tree - Small 2 x 2 x 4",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6167-1","Deluxe Brick Box",2006,693,37,"Creator","Basic Set",NA,115,NA,1,1,"3471","Plant, Pine Tree - Large 4 x 4 x 6 2/3",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6167-1","Deluxe Brick Box",2006,693,37,"Creator","Basic Set",NA,115,NA,3,3,"4727","Plant, Flower 2 x 2 Leaves - Angular",28,"Plants and Animals",FALSE,10,"Bright Green","#4B9F4A",FALSE,"#FFFFFF"
"6167-1","Deluxe Brick Box",2006,693,37,"Creator","Basic Set",NA,115,NA,2,2,"4728","Plant, Flower 2 x 2 - Round [Open Stud]",28,"Plants and Animals",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000"
"6175-1","Crystal Explorer Sub",1995,167,308,"Aquazone","Aquanauts",NA,5976,NA,1,1,"6064","Plant, Bush 2 x 2 x 4",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6175-1","Crystal Explorer Sub",1995,167,308,"Aquazone","Aquanauts",NA,5976,NA,1,1,"6065","Plant, Prickly Bush 2 x 2 x 3 Extension with 2 x 2 center",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6175-1","Crystal Explorer Sub",1995,167,308,"Aquazone","Aquanauts",NA,5976,NA,1,1,"6086","Octopus",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6190-1","Shark's Crystal Cave",1996,259,311,"Aquazone","Aquasharks",NA,8004,NA,1,1,"2547","Shark Body",28,"Plants and Animals",FALSE,8,"Dark Gray","#6D6E5C",FALSE,"#FFFFFF"
"6190-1","Shark's Crystal Cave",1996,259,311,"Aquazone","Aquasharks",NA,8004,NA,1,1,"2548","Shark Head",28,"Plants and Animals",FALSE,8,"Dark Gray","#6D6E5C",FALSE,"#FFFFFF"
"6190-1","Shark's Crystal Cave",1996,259,311,"Aquazone","Aquasharks",NA,8004,NA,1,1,"6064","Plant, Bush 2 x 2 x 4",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6190-1","Shark's Crystal Cave",1996,259,311,"Aquazone","Aquasharks",NA,8004,NA,1,1,"6065","Plant, Prickly Bush 2 x 2 x 3 Extension with 2 x 2 center",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6190-1","Shark's Crystal Cave",1996,259,311,"Aquazone","Aquasharks",NA,8004,NA,1,1,"6065","Plant, Prickly Bush 2 x 2 x 3 Extension with 2 x 2 center",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6193-1","Castle Building Set",2009,137,37,"Creator","Basic Set",NA,11374,NA,2,2,"2423","Plant, Leaves 4 x 3",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6194-1","My Own LEGO Town",2009,515,37,"Creator","Basic Set",NA,3869,NA,1,1,"4727","Plant, Flower 2 x 2 Leaves - Angular",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6194-1","My Own LEGO Town",2009,515,37,"Creator","Basic Set",NA,3869,NA,1,1,"4728","Plant, Flower 2 x 2 - Round [Open Stud]",28,"Plants and Animals",FALSE,1,"Blue","#0055BF",FALSE,"#FFFFFF"
"6195-1","Neptune Discovery Lab",1995,509,308,"Aquazone","Aquanauts",NA,6735,NA,2,2,"6064","Plant, Bush 2 x 2 x 4",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6195-1","Neptune Discovery Lab",1995,509,308,"Aquazone","Aquanauts",NA,6735,NA,2,2,"6065","Plant, Prickly Bush 2 x 2 x 3 Extension with 2 x 2 center",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6195-1","Neptune Discovery Lab",1995,509,308,"Aquazone","Aquanauts",NA,6735,NA,1,1,"6065","Plant, Prickly Bush 2 x 2 x 3 Extension with 2 x 2 center",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6195-1","Neptune Discovery Lab",1995,509,308,"Aquazone","Aquanauts",NA,6735,NA,1,1,"6086","Octopus",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6198-1","Stingray Stormer",1998,413,313,"Aquazone","Stingrays",NA,11489,NA,1,1,"2547","Shark Body",28,"Plants and Animals",FALSE,8,"Dark Gray","#6D6E5C",FALSE,"#FFFFFF"
"6198-1","Stingray Stormer",1998,413,313,"Aquazone","Stingrays",NA,11489,NA,1,1,"2548","Shark Head",28,"Plants and Animals",FALSE,8,"Dark Gray","#6D6E5C",FALSE,"#FFFFFF"
"6198-1","Stingray Stormer",1998,413,313,"Aquazone","Stingrays",NA,11489,NA,1,1,"30084","Manta Ray",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6198-1","Stingray Stormer",1998,413,313,"Aquazone","Stingrays",NA,11489,NA,1,1,"6064","Plant, Bush 2 x 2 x 4",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6198-1","Stingray Stormer",1998,413,313,"Aquazone","Stingrays",NA,11489,NA,1,1,"6086","Octopus",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6199-1","Hydro Crystalization Station",1998,485,312,"Aquazone","Hydronauts",NA,3628,NA,1,1,"2547","Shark Body",28,"Plants and Animals",FALSE,8,"Dark Gray","#6D6E5C",FALSE,"#FFFFFF"
"6199-1","Hydro Crystalization Station",1998,485,312,"Aquazone","Hydronauts",NA,3628,NA,1,1,"2548","Shark Head",28,"Plants and Animals",FALSE,8,"Dark Gray","#6D6E5C",FALSE,"#FFFFFF"
"6199-1","Hydro Crystalization Station",1998,485,312,"Aquazone","Hydronauts",NA,3628,NA,1,1,"30084","Manta Ray",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6199-1","Hydro Crystalization Station",1998,485,312,"Aquazone","Hydronauts",NA,3628,NA,3,3,"6064","Plant, Bush 2 x 2 x 4",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6199-1","Hydro Crystalization Station",1998,485,312,"Aquazone","Hydronauts",NA,3628,NA,1,1,"6086","Octopus",28,"Plants and Animals",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF"
"6210-1","Jabba's Sail Barge",2006,781,169,"Star Wars","Star Wars Episode 4/5/6",NA,3374,NA,1,1,"30115","Snake",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
"6210-1","Jabba's Sail Barge",2006,781,169,"Star Wars","Star Wars Episode 4/5/6",NA,3374,NA,1,1,"30238","Spider",28,"Plants and Animals",FALSE,42,"Trans-Neon Green","#F8F184",TRUE,"#000000"
"6210-1","Jabba's Sail Barge",2006,781,169,"Star Wars","Star Wars Episode 4/5/6",NA,3374,NA,1,1,"33320","Frog",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6210-1","Jabba's Sail Barge",2006,781,169,"Star Wars","Star Wars Episode 4/5/6",NA,3374,NA,1,1,"40379","Dinosaur Tail End Section",28,"Plants and Animals",FALSE,378,"Sand Green","#A0BCAC",FALSE,"#FFFFFF"
"6210-1","Jabba's Sail Barge",2006,781,169,"Star Wars","Star Wars Episode 4/5/6",NA,3374,NA,1,1,"40396","Dinosaur Neck/Tail - S Curve with Pin",28,"Plants and Animals",FALSE,378,"Sand Green","#A0BCAC",FALSE,"#FFFFFF"
"6210-1","Jabba's Sail Barge",2006,781,169,"Star Wars","Star Wars Episode 4/5/6",NA,3374,NA,1,1,"53451","Barb Small Flexible [Claw, Horn]",28,"Plants and Animals",TRUE,15,"White","#FFFFFF",FALSE,"#000000"
"6210-1","Jabba's Sail Barge",2006,781,169,"Star Wars","Star Wars Episode 4/5/6",NA,3374,NA,12,12,"53451","Barb Small Flexible [Claw, Horn]",28,"Plants and Animals",FALSE,15,"White","#FFFFFF",FALSE,"#000000"
"6228-1","Thornraxx",2012,44,403,"Hero Factory","Villains",NA,6042,NA,2,2,"87747","Barb Medium Flexible [Claw, Horn]",28,"Plants and Animals",FALSE,25,"Orange","#FE8A18",FALSE,"#FFFFFF"
"6228-1","Thornraxx",2012,44,403,"Hero Factory","Villains",NA,6042,NA,1,1,"87747","Barb Medium Flexible [Claw, Horn]",28,"Plants and Animals",TRUE,25,"Orange","#FE8A18",FALSE,"#FFFFFF"
"6231-1","Speeda Demon",2012,192,403,"Hero Factory","Villains",NA,4805,NA,2,2,"87747","Barb Medium Flexible [Claw, Horn]",28,"Plants and Animals",TRUE,297,"Pearl Gold","#AA7F2E",FALSE,"#FFFFFF"
"6231-1","Speeda Demon",2012,192,403,"Hero Factory","Villains",NA,4805,NA,24,24,"87747","Barb Medium Flexible [Claw, Horn]",28,"Plants and Animals",FALSE,297,"Pearl Gold","#AA7F2E",FALSE,"#FFFFFF"
"6232-1","Skeleton Crew",1996,31,148,"Pirates","Pirates I",NA,8535,NA,1,1,"6148","Plant, Palm Leaf Small",28,"Plants and Animals",TRUE,2,"Green","#237841",FALSE,"#FFFFFF"
"6232-1","Skeleton Crew",1996,31,148,"Pirates","Pirates I",NA,8535,NA,1,1,"6148","Plant, Palm Leaf Small",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6234-1","Renegade's Raft",1991,39,148,"Pirates","Pirates I",NA,2603,NA,1,1,"2547","Shark Body",28,"Plants and Animals",FALSE,8,"Dark Gray","#6D6E5C",FALSE,"#FFFFFF"
"6234-1","Renegade's Raft",1991,39,148,"Pirates","Pirates I",NA,2603,NA,1,1,"2548","Shark Head",28,"Plants and Animals",FALSE,8,"Dark Gray","#6D6E5C",FALSE,"#FFFFFF"
"6236-1","King Kahuka",1994,49,152,"Pirates","Pirates I","Islanders",14929,NA,2,2,"87695","Cattle Horns",28,"Plants and Animals",FALSE,15,"White","#FFFFFF",FALSE,"#000000"
"6237-1","Pirates' Plunder",1993,28,148,"Pirates","Pirates I",NA,8416,NA,1,1,"2417","Plant, Leaves 6 x 5",28,"Plants and Animals",FALSE,2,"Green","#237841",FALSE,"#FFFFFF"
"6237-1","Pirates' Plunder",1993,28,148,"Pirates","Pirates I",NA,8416,NA,1,1,"2546p01","Bird - Parrot with Coloured Feathers Print",28,"Plants and Animals",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF"
