"set.id","set.name","year","set.num.parts","theme.id","theme.name","sub.theme.name","sub.sub.theme.name","inventory.id","inv.num.sets","inv.num.parts","total.parts","part.id","part.name","part.category.id","part.category.name","part.is.spare","color.id","color.name","color.hex","color.is.trans","text.color.hex","num.parts","style"
"75216-1","Snoke's Throne Room",2018,491,612,"Star Wars","Star Wars Episode 8",NA,25518,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"75220-1","Sandcrawler",2018,1223,169,"Star Wars","Star Wars Episode 4/5/6",NA,25520,NA,1,1,"92746","Minifig Hair Tousled and Layered",65,"Minifig Headwear",FALSE,19,"Tan","#E4CD9E",FALSE,"#000000",1,"Tousled"
"75222-1","Betrayal at Cloud City",2018,2809,174,"Star Wars","Ultimate Collector Series","Star Wars Episode 4/5/6",27218,NA,1,1,"92746","Minifig Hair Tousled and Layered",65,"Minifig Headwear",FALSE,28,"Dark Tan","#958A73",FALSE,"#FFFFFF",1,"Tousled"
"75229-1","Death Star Escape",2019,329,169,"Star Wars","Star Wars Episode 4/5/6",NA,30055,NA,1,1,"92746","Minifig Hair Tousled and Layered",65,"Minifig Headwear",FALSE,19,"Tan","#E4CD9E",FALSE,"#000000",1,"Tousled"
"7567-1","Traveler",2010,21,63,"Town","City","Traffic",15174,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,484,"Dark Orange","#A95500",FALSE,"#FFFFFF",1,"Tousled"
"7569-1","Desert Attack",2010,57,271,"Prince of Persia",NA,NA,964,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"7570-1","The Ostrich Race",2010,169,271,"Prince of Persia",NA,NA,9699,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"7571-1","The Fight for the Dagger",2010,259,271,"Prince of Persia",NA,NA,3766,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"7572-1","Quest Against Time",2010,506,271,"Prince of Persia",NA,NA,2086,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"7573-1","Battle of Alamut",2010,821,271,"Prince of Persia",NA,NA,13257,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"75827-1","Firehouse Headquarters",2016,4639,607,"Ghostbusters",NA,NA,8461,NA,1,1,"20595","Minifig Hair Long Tousled with Center Part",65,"Minifig Headwear",FALSE,15,"White","#FFFFFF",FALSE,"#000000",1,"Tousled"
"75827-1","Firehouse Headquarters",2016,4639,607,"Ghostbusters",NA,NA,8461,NA,1,1,"20595","Minifig Hair Long Tousled with Center Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"75827-1","Firehouse Headquarters",2016,4639,607,"Ghostbusters",NA,NA,8461,NA,2,2,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",2,"Tousled"
"75828-1","Ecto1 & 2",2016,554,607,"Ghostbusters",NA,NA,10200,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,19,"Tan","#E4CD9E",FALSE,"#000000",1,"Tousled"
"75880-1","McLaren 720S",2017,168,601,"Speed Champions",NA,NA,18402,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"75883-1","MERCEDES AMG PETRONAS Formula One Team",2017,962,601,"Speed Champions",NA,NA,17097,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"75889-1","Ferrari Ultimate Garage",2018,856,601,"Speed Champions",NA,NA,22840,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"75889-1","Ferrari Ultimate Garage",2018,856,601,"Speed Champions",NA,NA,22840,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"75916-1","Dilophosaurus Ambush",2015,247,602,"Jurassic World",NA,NA,14841,NA,1,1,"10048","Minifig Hair Tousled",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"75917-1","Raptor Rampage",2015,323,602,"Jurassic World",NA,NA,4574,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"75919-1","Indominus rex™ Breakout",2015,1154,602,"Jurassic World",NA,NA,12838,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"75926-1","Pteranodon Chase",2018,126,602,"Jurassic World",NA,NA,23247,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"75928-1","Blue's Helicopter Pursuit",2018,397,602,"Jurassic World",NA,NA,23059,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"75929-1","Carnotaurus Gyrosphere Escape",2018,576,602,"Jurassic World",NA,NA,23351,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"75930-1","Indoraptor Rampage at Lockwood",2018,1018,602,"Jurassic World",NA,NA,23352,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"75930-1","Indoraptor Rampage at Lockwood",2018,1018,602,"Jurassic World",NA,NA,23352,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"75932-1","Jurassic Park Velociraptor Chase",2018,360,602,"Jurassic World",NA,NA,23691,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"75950-1","Aragog's Lair",2018,159,667,"Harry Potter","Fantastic Beasts",NA,25694,NA,1,1,"36762","Minifig Hair Tousled",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"75950-1","Aragog's Lair",2018,159,667,"Harry Potter","Fantastic Beasts",NA,25694,NA,1,1,"92746","Minifig Hair Tousled and Layered",65,"Minifig Headwear",FALSE,484,"Dark Orange","#A95500",FALSE,"#FFFFFF",1,"Tousled"
"75953-1","Hogwarts Whomping Willow",2018,756,667,"Harry Potter","Fantastic Beasts",NA,25304,NA,1,1,"36762","Minifig Hair Tousled",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"75953-1","Hogwarts Whomping Willow",2018,756,667,"Harry Potter","Fantastic Beasts",NA,25304,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"75953-1","Hogwarts Whomping Willow",2018,756,667,"Harry Potter","Fantastic Beasts",NA,25304,NA,1,1,"92746","Minifig Hair Tousled and Layered",65,"Minifig Headwear",FALSE,484,"Dark Orange","#A95500",FALSE,"#FFFFFF",1,"Tousled"
"75954-1","Hogwarts Great Hall",2018,882,667,"Harry Potter","Fantastic Beasts",NA,23137,NA,1,1,"36762","Minifig Hair Tousled",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"75954-1","Hogwarts Great Hall",2018,882,667,"Harry Potter","Fantastic Beasts",NA,23137,NA,1,1,"92746","Minifig Hair Tousled and Layered",65,"Minifig Headwear",FALSE,484,"Dark Orange","#A95500",FALSE,"#FFFFFF",1,"Tousled"
"75955-1","Hogwarts Express",2018,807,667,"Harry Potter","Fantastic Beasts",NA,25305,NA,1,1,"36762","Minifig Hair Tousled",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"75955-1","Hogwarts Express",2018,807,667,"Harry Potter","Fantastic Beasts",NA,25305,NA,1,1,"92746","Minifig Hair Tousled and Layered",65,"Minifig Headwear",FALSE,484,"Dark Orange","#A95500",FALSE,"#FFFFFF",1,"Tousled"
"75956-1","Quidditch Match",2018,501,667,"Harry Potter","Fantastic Beasts",NA,25303,NA,1,1,"36762","Minifig Hair Tousled",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"75956-1","Quidditch Match",2018,501,667,"Harry Potter","Fantastic Beasts",NA,25303,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Tousled"
"75956-1","Quidditch Match",2018,501,667,"Harry Potter","Fantastic Beasts",NA,25303,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"75972-1","Dorado Showdown",2019,418,669,"Overwatch",NA,NA,29346,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"75973-1","D.Va & Reinhardt",2019,454,669,"Overwatch",NA,NA,29345,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,15,"White","#FFFFFF",FALSE,"#000000",1,"Tousled"
"76000-1","Arctic Batman vs. Mr. Freeze: Aquaman on Ice",2013,197,484,"Super Heroes","Batman",NA,12384,NA,1,1,"87991","Minifig Hair Tousled with Side Part",65,"Minifig Headwear",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000",1,"Tousled"
"76001-1","The Bat vs. Bane: Tumbler Chase",2013,366,484,"Super Heroes","Batman",NA,13750,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"76003-1","Superman: Battle of Smallville",2013,417,489,"Super Heroes","Superman",NA,2274,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"76007-1","Iron Man: Malibu Mansion Attack",2013,363,490,"Super Heroes","Iron Man",NA,11220,NA,2,2,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",2,"Tousled"
"76013-1","The Joker Steam Roller",2014,485,484,"Super Heroes","Batman",NA,1388,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"76018-1","Hulk Lab Smash",2014,396,487,"Super Heroes","Avengers",NA,8278,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Tousled"
"76019-1","Starblaster Showdown",2014,195,483,"Super Heroes","Guardians of the Galaxy",NA,11205,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"76021-1","The Milano Spaceship Rescue",2014,665,483,"Super Heroes","Guardians of the Galaxy",NA,8853,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"76023-1","The Tumbler",2014,1868,485,"Super Heroes","Batman","Ultimate Collector Series",2586,NA,1,1,"61183","Minifig Hair Swept Back, Tousled",65,"Minifig Headwear",FALSE,2,"Green","#237841",FALSE,"#FFFFFF",1,"Tousled"
"76025-1","Green Lantern vs. Sinestro",2015,174,486,"Super Heroes","Justice League",NA,8528,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"76027-1","Black Manta Deep Sea Strike",2015,386,486,"Super Heroes","Justice League",NA,15269,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"76027-1","Black Manta Deep Sea Strike",2015,386,486,"Super Heroes","Justice League",NA,15269,NA,1,1,"87991","Minifig Hair Tousled with Side Part",65,"Minifig Headwear",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000",1,"Tousled"
"76028-1","Darkseid Invasion",2015,543,486,"Super Heroes","Justice League",NA,5559,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000",1,"Tousled"
"76034-1","Batboat Harbor Pursuit",2015,263,484,"Super Heroes","Batman",NA,12526,NA,1,1,"87991","Minifig Hair Tousled with Side Part",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"76042-1","The SHIELD Helicarrier",2015,2995,487,"Super Heroes","Avengers",NA,8438,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"76044-1","Clash of the Heroes",2016,90,482,"Super Heroes",NA,NA,2656,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"76044-1","Clash of the Heroes",2016,90,482,"Super Heroes",NA,NA,24722,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"76046-1","Heroes of Justice: Sky High Battle",2016,516,482,"Super Heroes",NA,NA,5434,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"76046-1","Heroes of Justice: Sky High Battle",2016,516,482,"Super Heroes",NA,NA,5434,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,484,"Dark Orange","#A95500",FALSE,"#FFFFFF",1,"Tousled"
"76047-1","Black Panther Pursuit",2016,286,493,"Super Heroes","Marvel",NA,12242,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"76047-1","Black Panther Pursuit",2016,286,493,"Super Heroes","Marvel",NA,12242,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"76049-1","Avenjet Space Mission",2016,523,487,"Super Heroes","Avengers",NA,2626,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,484,"Dark Orange","#A95500",FALSE,"#FFFFFF",1,"Tousled"
"76051-1","Super Hero Airport Battle",2016,802,482,"Super Heroes",NA,NA,15688,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"76057-1","Spider-Man: Web Warriors Ultimate Bridge Battle",2016,1090,488,"Super Heroes","Spider-Man",NA,14741,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"76068-1","Mighty Micros: Superman vs. Bizarro",2017,93,489,"Super Heroes","Superman",NA,14300,NA,1,1,"40233","Minifig Hair Short Tousled",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"76072-1","Mighty Micros: Iron Man vs. Thanos",2017,94,482,"Super Heroes",NA,NA,16728,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"76075-1","Wonder Woman Warrior Battle",2017,285,482,"Super Heroes",NA,NA,18480,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"76077-1","Iron Man: Detroit Steel Strikes",2017,376,493,"Super Heroes","Marvel",NA,17680,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"76080-1","Ayesha's Revenge",2017,322,483,"Super Heroes","Guardians of the Galaxy",NA,17227,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"76081-1","The Milano vs. The Abilisk",2017,461,483,"Super Heroes","Guardians of the Galaxy",NA,17793,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"76082-1","ATM Heist Battle",2017,184,493,"Super Heroes","Marvel",NA,18432,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,28,"Dark Tan","#958A73",FALSE,"#FFFFFF",1,"Tousled"
"76084-1","The Ultimate Battle for Asgard",2017,399,493,"Super Heroes","Marvel",NA,19450,NA,1,1,"61183","Minifig Hair Swept Back, Tousled",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"76087-1","Flying Fox: Batmobile Airlift Attack",2017,954,482,"Super Heroes",NA,NA,19514,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"76088-1","Thor vs. Hulk: Arena Clash",2017,491,596,"Juniors","Marvel Super Heroes",NA,19511,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"76090-1","Star Lord vs Nebula",2018,86,482,"Super Heroes",NA,NA,21726,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"76091-1","Thor vs Loki",2018,76,482,"Super Heroes",NA,NA,21727,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,226,"Bright Light Yellow","#FFF03A",FALSE,"#000000",1,"Tousled"
"76096-1","Superman Krypto Team-Up",2018,206,482,"Super Heroes",NA,NA,21215,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"76101-1","Outrider Dropship Attack",2018,124,493,"Super Heroes","Marvel",NA,23160,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"76104-1","The Hulkbuster Smash-Up",2018,375,493,"Super Heroes","Marvel",NA,23163,NA,1,1,"61183","Minifig Hair Swept Back, Tousled",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"76107-1","Thanos: Ultimate Battle",2018,679,493,"Super Heroes","Marvel",NA,23164,NA,1,1,"23186","Minifig Hair Swept Left Tousled [Plain]",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"7624-1","Jungle Duel",2008,91,265,"Indiana Jones","Kingdom of the Crystal Skull",NA,10574,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"7627-1","Temple of the Crystal Skull",2008,929,265,"Indiana Jones","Kingdom of the Crystal Skull",NA,11502,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"7628-1","Peril in Peru",2008,625,265,"Indiana Jones","Kingdom of the Crystal Skull",NA,14271,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"7639-1","Camper",2009,164,63,"Town","City","Traffic",10981,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"7660-1","Naboo N-1 Starfighter and Vulture Droid",2007,279,166,"Star Wars","Star Wars Episode 1",NA,6701,NA,1,1,"40233","Minifig Hair Short Tousled",65,"Minifig Headwear",FALSE,28,"Dark Tan","#958A73",FALSE,"#FFFFFF",1,"Tousled"
"7669-1","Anakin's Jedi Starfighter",2008,152,165,"Star Wars","Star Wars Clone Wars",NA,10737,NA,1,1,"61183","Minifig Hair Swept Back, Tousled",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Tousled"
"7675-1","AT-TE Walker",2008,809,165,"Star Wars","Star Wars Clone Wars",NA,5925,NA,1,1,"61183","Minifig Hair Swept Back, Tousled",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Tousled"
"7680-1","The Twilight - Limited Edition",2008,887,165,"Star Wars","Star Wars Clone Wars",NA,11602,NA,1,1,"61183","Minifig Hair Swept Back, Tousled",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Tousled"
"7696-1","Commuter Jet",2011,107,53,"Town","City","Airport",15571,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,484,"Dark Orange","#A95500",FALSE,"#FFFFFF",1,"Tousled"
"7739-1","Coast Guard Patrol Boat and Tower",2008,445,55,"Town","City","Coast Guard",12575,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"7754-1","Home One Mon Calamari Star Cruiser - Limited Edition",2009,788,169,"Star Wars","Star Wars Episode 4/5/6",NA,2618,NA,1,1,"61183","Minifig Hair Swept Back, Tousled",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Tousled"
"7879-1","Hoth Echo Base",2011,765,169,"Star Wars","Star Wars Episode 4/5/6",NA,2540,NA,1,1,"92746","Minifig Hair Tousled and Layered",65,"Minifig Headwear",FALSE,19,"Tan","#E4CD9E",FALSE,"#000000",1,"Tousled"
"7885-1","Robin's Scuba Jet: Attack of The Penguin",2008,207,484,"Super Heroes","Batman",NA,313,NA,1,1,"62810","Minifig Hair Short, Tousled with Side Part",65,"Minifig Headwear",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF",1,"Tousled"
"79000-1","Riddles for The Ring",2012,105,563,"The Hobbit and Lord of the Rings","The Hobbit","An Unexpected Journey",14064,NA,1,1,"10048","Minifig Hair Tousled",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"79003-1","An Unexpected Gathering",2012,667,563,"The Hobbit and Lord of the Rings","The Hobbit","An Unexpected Journey",6859,NA,1,1,"10048","Minifig Hair Tousled",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"79004-1","Barrel Escape",2012,333,563,"The Hobbit and Lord of the Rings","The Hobbit","An Unexpected Journey",8268,NA,1,1,"10048","Minifig Hair Tousled",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"79006-1","The Council of Elrond",2013,242,567,"The Hobbit and Lord of the Rings","The Lord of the Rings","The Fellowship of the Ring",8379,NA,1,1,"10048","Minifig Hair Tousled",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"79007-1","Battle at the Black Gate",2013,655,569,"The Hobbit and Lord of the Rings","The Lord of the Rings","The Return of the King",2001,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"79008-1","Pirate Ship Ambush",2013,754,569,"The Hobbit and Lord of the Rings","The Lord of the Rings","The Return of the King",14844,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"79013-1","Lake-town Chase",2013,469,564,"The Hobbit and Lord of the Rings","The Hobbit","The Desolation of Smaug",12519,NA,1,1,"10048","Minifig Hair Tousled",65,"Minifig Headwear",FALSE,84,"Medium Dark Flesh","#CC702A",FALSE,"#FFFFFF",1,"Tousled"
"79111-1","Constitution Train Chase",2013,701,575,"The Lone Ranger",NA,NA,1819,NA,1,1,"88283","Minifig Hair Mid-Length Tousled with Center Part",65,"Minifig Headwear",FALSE,308,"Dark Brown","#352100",FALSE,"#FFFFFF",1,"Tousled"
"7931-1","T6 Jedi Shuttle",2011,388,165,"Star Wars","Star Wars Clone Wars",NA,8399,NA,1,1,"61183","Minifig Hair Swept Back, Tousled",65,"Minifig Headwear",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF",1,"Tousled"
"7965-1","Millennium Falcon",2011,1253,169,"Star Wars","Star Wars Episode 4/5/6",NA,5938,NA,1,1,"92746","Minifig Hair Tousled and Layered",65,"Minifig Headwear",FALSE,19,"Tan","#E4CD9E",FALSE,"#000000",1,"Tousled"
