"set.id","set.name","year","set.num.parts","theme.id","theme.name","sub.theme.name","sub.sub.theme.name","inventory.id","inv.num.sets","inv.num.parts","total.parts","part.id","part.name","part.category.id","part.category.name","part.is.spare","color.id","color.name","color.hex","color.is.trans","text.color.hex","gender","num.parts","mood","mood.color"
"6547-1","Fun Fair",1997,204,90,"Town","Paradisa",NA,15220,NA,2,2,"3626bp03","Minifig Head Moustache Pointed with Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",2,"Happy","#F2CD37"
"6548-1","Octan Gas Station",1997,133,99,"Town","Town Jr.","Gas Station",9662,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6548-1","Octan Gas Station",1997,133,99,"Town","Town Jr.","Gas Station",9662,NA,1,1,"3626bp05","Minifig Head Male Standard Grin and Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"6548-1","Octan Gas Station",1997,133,99,"Town","Town Jr.","Gas Station",9662,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6549-1","Roadblock Runners",1997,181,103,"Town","Town Jr.","Traffic",15698,NA,3,3,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",3,"Happy","#F2CD37"
"6549-1","Roadblock Runners",1997,181,103,"Town","Town Jr.","Traffic",15698,NA,1,1,"3626bp05","Minifig Head Male Standard Grin and Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"6550-1","Outback Racer",1997,48,89,"Town","Outback",NA,3348,NA,1,1,"3626bp05","Minifig Head Male Standard Grin and Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"6551-1","Checkered Flag 500",1992,192,82,"Town","Classic Town","Race",1751,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6551-1","Checkered Flag 500",1992,192,82,"Town","Classic Town","Race",1751,NA,5,5,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",5,"Happy","#F2CD37"
"6553-1","Crisis News Crew",1997,135,89,"Town","Outback",NA,11984,NA,2,2,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
"6556-1","Scuba Squad",1997,76,86,"Town","Divers",NA,15674,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6558-1","Shark Cage Cove",1997,196,86,"Town","Divers",NA,12831,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6559-1","Deep Sea Bounty",1997,351,86,"Town","Divers",NA,13428,NA,2,2,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
"6561-1","Hot Rod Club",1994,241,82,"Town","Classic Town","Race",928,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6561-1","Hot Rod Club",1994,241,82,"Town","Classic Town","Race",928,NA,1,1,"3626bp05","Minifig Head Male Standard Grin and Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"6562-1","Gas Stop Shop",1995,226,76,"Town","Classic Town","Station",9544,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6562-1","Gas Stop Shop",1995,226,76,"Town","Classic Town","Station",9544,NA,2,2,"3626bp05","Minifig Head Male Standard Grin and Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",2,"Happy","#F2CD37"
"6563-1","Gator Landing",1996,238,83,"Town","Classic Town","Recreation",14673,NA,2,2,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
"6563-1","Gator Landing",1996,238,83,"Town","Classic Town","Recreation",14673,NA,1,1,"3626bp05","Minifig Head Male Standard Grin and Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"6566-1","Bank",1997,106,103,"Town","Town Jr.","Traffic",14801,NA,1,1,"3626bp03","Minifig Head Moustache Pointed with Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"6566-1","Bank",1997,106,103,"Town","Town Jr.","Traffic",14801,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6568-1","Drag Race Rally",1998,296,87,"Town","Extreme Team",NA,12584,NA,1,1,"3626bp03","Minifig Head Moustache Pointed with Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"6568-1","Drag Race Rally",1998,296,87,"Town","Extreme Team",NA,12584,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6571-1","Flame Fighters",1994,432,74,"Town","Classic Town","Fire",8299,NA,1,1,"3626bp03","Minifig Head Moustache Pointed with Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"6571-1","Flame Fighters",1994,432,74,"Town","Classic Town","Fire",8299,NA,1,1,"3626bp05","Minifig Head Male Standard Grin and Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"6580-1","Land Jet 7",1998,113,87,"Town","Extreme Team",NA,10744,NA,1,1,"3626bp05","Minifig Head Male Standard Grin and Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"6582-1","Daredevil Flight Squad",1998,287,87,"Town","Extreme Team",NA,1912,NA,1,1,"3626bp03","Minifig Head Moustache Pointed with Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"6590-1","Vacation Camper",1988,116,85,"Town","Classic Town","Traffic",12525,NA,2,2,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
"6591-1","Nitro Dragsters",1989,144,82,"Town","Classic Town","Race",4650,NA,2,2,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
"6592-1","Vacation Hideaway",1990,116,69,"Town","Classic Town","Building",12205,NA,2,2,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
"6593-1","Blaze Battler",1991,126,74,"Town","Classic Town","Fire",7835,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6594-1","Gas Transit",1992,123,76,"Town","Classic Town","Station",15967,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6595-1","Surf Shack",1993,93,83,"Town","Classic Town","Recreation",15140,NA,1,1,"3626bp03","Minifig Head Moustache Pointed with Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"6595-1","Surf Shack",1993,93,83,"Town","Classic Town","Recreation",15140,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6597-1","Century Skyway",1994,904,68,"Town","Classic Town","Airport",7594,NA,2,2,"3626bp03","Minifig Head Moustache Pointed with Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",2,"Happy","#F2CD37"
"6597-1","Century Skyway",1994,904,68,"Town","Classic Town","Airport",7594,NA,3,3,"3626bp07","Minifig Head with Freckle Nose and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",3,"Happy","#F2CD37"
"6597-1","Century Skyway",1994,904,68,"Town","Classic Town","Airport",7594,NA,2,2,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
"6598-1","Metro PD Station",1996,567,80,"Town","Classic Town","Police",16158,NA,1,1,"3626bp03","Minifig Head Moustache Pointed with Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"6598-1","Metro PD Station",1996,567,80,"Town","Classic Town","Police",16158,NA,5,5,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",5,"Happy","#F2CD37"
"6600-1","Police Patrol",1981,23,80,"Town","Classic Town","Police",7418,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6600-2","Highway Construction",2000,316,97,"Town","Town Jr.","Construction",9211,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6601-1","Ice Cream Cart",1985,30,75,"Town","Classic Town","Food & Drink",6861,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6602-1","Fire Chief's Car",1981,24,74,"Town","Classic Town","Fire",6081,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6603-1","Shovel Truck",1985,27,72,"Town","Classic Town","Construction",11634,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6606-1","Road Repair Set",1983,25,85,"Town","Classic Town","Traffic",4953,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6607-1","Service Truck",1982,25,85,"Town","Classic Town","Traffic",4185,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6608-1","Tractor",1982,21,73,"Town","Classic Town","Farm",5455,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6609-1","Race Car",1980,17,82,"Town","Classic Town","Race",8429,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6610-1","Gas Pumps",1981,28,76,"Town","Classic Town","Station",4361,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6612-1","Fire Chief's Car",1986,29,74,"Town","Classic Town","Fire",14209,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6613-1","Telephone Booth",1986,26,85,"Town","Classic Town","Traffic",13610,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6615-1","Eagle Stunt Flyer",1996,76,68,"Town","Classic Town","Airport",1324,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6616-1","Rocket Dragster",2000,147,91,"Town","Race",NA,4159,NA,1,1,"3626bpb0046","Minifig Head Male White Eyebrows and Goatee, Angry Smirk Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"6617-1","Tough Truck Rally",2000,384,91,"Town","Race",NA,15941,NA,1,1,"3626bp03","Minifig Head Moustache Pointed with Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"6617-1","Tough Truck Rally",2000,384,91,"Town","Race",NA,15941,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6625-1","Speed Trackers",1996,65,80,"Town","Classic Town","Police",10084,NA,2,2,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
"6627-1","Convertible",1980,37,85,"Town","Classic Town","Traffic",10734,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6628-2","Construction Workers",1984,20,84,"Town","Classic Town","Supplemental",13868,NA,4,4,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",4,"Happy","#F2CD37"
"6631-1","Steam Shovel",1985,48,72,"Town","Classic Town","Construction",4040,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6632-1","Tactical Patrol Truck",1985,44,80,"Town","Classic Town","Police",3809,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6634-1","Stock Car",1986,46,82,"Town","Classic Town","Race",3893,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6636-1","Police Headquarters",2002,291,100,"Town","Town Jr.","Police",11787,NA,1,1,"3626bp03","Minifig Head Moustache Pointed with Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1,"Happy","#F2CD37"
"6636-1","Police Headquarters",2002,291,100,"Town","Town Jr.","Police",11787,NA,3,3,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",3,"Happy","#F2CD37"
"6639-1","Raven Racer",1995,70,82,"Town","Classic Town","Race",4156,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6641-1","4-Wheelin' Truck",1987,81,79,"Town","Classic Town","Off-Road",12261,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6642-1","Police Helicopter",1988,65,80,"Town","Classic Town","Police",2887,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6644-1","Road Rebel",1990,72,85,"Town","Classic Town","Traffic",8776,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6645-1","Street Sweeper",1991,65,85,"Town","Classic Town","Traffic",12160,NA,2,2,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
"6646-1","Screaming Patriot",1991,65,82,"Town","Classic Town","Race",1214,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6647-1","Highway Repair",1980,54,85,"Town","Classic Town","Traffic",932,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6648-1","Mag Racer",1992,61,82,"Town","Classic Town","Race",13676,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6648-2","Dump Truck",1980,42,72,"Town","Classic Town","Construction",9425,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6649-1","Street Sweeper",1995,63,85,"Town","Classic Town","Traffic",2162,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6650-1","Fire and Rescue Van",1981,46,74,"Town","Classic Town","Fire",7977,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6651-1","Post Office Van",1982,46,81,"Town","Classic Town","Post Office",5125,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6652-1","Construction Truck",1983,44,72,"Town","Classic Town","Construction",14265,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6654-1","Motorcycle Transport",1983,54,85,"Town","Classic Town","Traffic",5372,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6655-1","Auto & Tire Repair",1984,58,85,"Town","Classic Town","Traffic",4270,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6657-1","Fire Patrol Copter",1985,66,74,"Town","Classic Town","Fire",2779,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6658-1","Bulldozer",1986,65,72,"Town","Classic Town","Construction",10355,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6659-1","TV Camera Crew",1986,66,79,"Town","Classic Town","Off-Road",2326,NA,2,2,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
"6660-1","Hook & Haul Wrecker",1989,53,79,"Town","Classic Town","Off-Road",11671,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6661-1","Mobile TV Studio",1989,80,85,"Town","Classic Town","Traffic",1580,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6662-1","Backhoe",1992,87,72,"Town","Classic Town","Construction",7466,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6663-1","Wave Rebel",1993,78,77,"Town","Classic Town","Harbor",14467,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6664-1","Chopper Cops",1993,71,80,"Town","Classic Town","Police",3498,NA,2,2,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
"6666-1","Ambulance",1994,78,78,"Town","Classic Town","Hospital",6395,NA,1,1,"3626bp04","Minifig Head Glasses with Black Sunglasses and Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6667-1","Pothole Patcher",1993,97,85,"Town","Classic Town","Traffic",14017,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6668-1","Recycle Truck",1992,108,85,"Town","Classic Town","Traffic",13190,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6669-1","Diesel Daredevil",1991,90,82,"Town","Classic Town","Race",3321,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6671-1","Utility Repair Lift",1989,107,85,"Town","Classic Town","Traffic",5795,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6672-1","Safari Off-Road Vehicle",1990,65,79,"Town","Classic Town","Off-Road",9315,NA,2,2,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
"6673-1","Solo Trainer",1990,74,68,"Town","Classic Town","Airport",6934,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6674-1","Crane Truck",1988,94,85,"Town","Classic Town","Traffic",8844,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6675-1","Road & Trail 4x4",1988,81,79,"Town","Classic Town","Off-Road",12377,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1,"Happy","#F2CD37"
"6676-1","Mobile Command Unit",1986,99,80,"Town","Classic Town","Police",12194,NA,2,2,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",2,"Happy","#F2CD37"
